URL,Title,Type,City,Location,Complex,Developer,Bedrooms,Bathrooms,Indoor area,Total area,Floor,Storeys,View,Additionally,Pool,Appliances,Furniture,Air conditioning,Heating,Parking,Storeroom,Elevator,Completion,Year of construction,Gated complex,New building,Distance to the sea,Energy efficiency class,Price,Description
https://dom.com.cy/en/catalog/sale/82299/,"3-bedroom house for sale in Larnaca, Cyprus. - Object № 68366"," Villa / House", Larnaca," Skarinou",,Cyprus Projects and Developers, 3, 1, 110 m², 115 m²,, 2," mountains view",,,,,,,, Yes,,,,Gated complexes with a swimming pool,New buildings in Cyprus, 8000 m, B,70 000,House for sale with 3 bedrooms. The house is for reconstruction. Possibility to equip 2 additional bathrooms. From the second floor there is a stunning view of the mountains. Convenient location in relation to Larnaca and Limassol. Bargaining is appropriate  
https://dom.com.cy/en/catalog/sale/82281/,"3-bedroom villa for sale in Pernera, Cyprus. - Object № 82281"," Villa / House", Famagusta," Pernera",,Cyprus Projects and Developers, 3, 3, 175 m², 175 m²,, 2,"",, Yes, Yes, Yes, Yes,," YesCozy three-bedroom villa for sale in Pernera, Famagusta. Nearby is the popular Protaras resort, beautiful beaches. There is a swimming pool and a barbecue area in the courtyard. Parking.",,,,,Gated complexes with a swimming pool,New buildings in Cyprus, 700 m,,750 000,"Cozy three-bedroom villa for sale in Pernera, Famagusta. Nearby is the popular Protaras resort, beautiful beaches. There is a swimming pool and a barbecue area in the courtyard. Parking."
https://dom.com.cy/en/catalog/sale/82276/,"New 2-bedroom apartment for sale in Limassol, Cyprus. - Object № 82276"," Apartments", Limassol,"Location Agia Fyla",\nTo know,"\nTo knowDevelopersCyprus Projects and Developers", 2, 2, 76 m², 94 m², 1, 3,"",,,,,,, Yes, Yes, Yes, 0%, 12/2025," YesGated complexes with a swimming pool"," YesNew buildings in Cyprus", 3300 m, A,280 000,"2 bedroom apartment for sale in Agia Fyla, Limassol. Between the circle of Agia Fyla and Mesa Geitonia, 200m from the highway, 680m from the Mediterranean Hospital. The living area is 76m2, the veranda is 18m2. There is a storage room and parking."
https://dom.com.cy/en/catalog/sale/82280/,"New 2-bedroom apartment for sale in Limassol, Cyprus. - Object № 82280"," Apartments", Limassol," Agia Fyla", To know," To knowDevelopersCyprus Projects and Developers", 2, 2, 75 m², 85 m², 2, 3,"",,,,,,, Yes, Yes, Yes, 0%, 12/2025," YesGated complexes with a swimming pool"," YesNew buildings in Cyprus", 3300 m, A,390 000,"2 bedroom apartment for sale in Agia Fyla, Limassol. Between the circle of Agia Fyla and Mesa Geitonia, 200m from the highway, 680m from the Mediterranean Hospital. The living area is 75m2, the veranda is 10m2. There is a storage room and 2 parking lots."
https://dom.com.cy/en/catalog/sale/82275/,"5-bedroom villa for sale in Agia Napa, Cyprus. - Object № 82275"," Villa / House", Famagusta," Agia Napa",,Cyprus Projects and Developers, 5, 5, 437 m², 437 m²,, 3," sea view",, Yes, Yes, Yes, Yes,, Yes, Yes, Yes,,," YesGated complexes with a swimming pool",New buildings in Cyprus, 100 m,,3 100 000,"<span style=""color: rgb(0, 0, 0);"">If you are seeking for a home by the sea where space and solitude coexist with comfort and elegance, this three-level five-bedroom villa is the solution.</span><span style=""color: rgb(0, 0, 0);"">One of the 9 villas in an exclusive modern development in an unspoiled seafront setting, the villa is separated from the turquoise sea by only the front row of the development’s villas. In this upscale environment you are only a few steps from the untouched Mediterranean Sea, and a few minutes by car from the nearest sandy beach with organized bathing and other leisure facilities.</span><span style=""color: rgb(0, 0, 0);"">With its lovely grass, sparkling pool, and jacuzzi surrounded by a roomy deck and patio, the villa itself will enchant you. Luxurious, high-quality interiors with elegant design set the mood for a relaxation. The living and dining spaces are roomy and contemporary, each bedroom has its own bathroom, the kitchen is fully equipped with high-quality appliances, and French windows let the lovely sunlight brighten your days every day.</span><span style=""color: rgb(0, 0, 0);"">In addition to enjoying frequent trips to Ayia Napa, the well-known and vibrant summer resort, which is only 3KM down the road, you may enjoy this peaceful hideaway overlooking the pedestrian route along the sea as the recipe for the ideal house.</span><br>"
https://dom.com.cy/en/catalog/sale/82283/,"New 2-bedroom apartment for sale in Limassol, Cyprus. - Object № 82283"," Apartments", Limassol," Agia Fyla", To know," To knowDevelopersCyprus Projects and Developers", 2, 2, 83 m², 96 m², 2, 3,"",,,,,,, Yes, Yes, Yes, 0%, 12/2025," YesGated complexes with a swimming pool"," YesNew buildings in Cyprus", 3300 m, A,325 000,"2 bedroom apartment for sale in Agia Fyla, Limassol. Between the circle of Agia Fyla and Mesa Geitonia, 200m from the highway, 680m from the Mediterranean Hospital. The living area is 83m2, the veranda is 13m2. There is a storage room and parking."
https://dom.com.cy/en/catalog/sale/82279/,"New 2-bedroom apartment for sale in Limassol, Cyprus. - Object № 82279"," Apartments", Limassol,"Location Agia Fyla",\nTo know,"\nTo knowDevelopersCyprus Projects and Developers", 2, 2, 80 m², 100 m², 1, 3,"",,,,,,, Yes, Yes, Yes, 0%, 12/2025," YesGated complexes with a swimming pool"," YesNew buildings in Cyprus", 3300 m, A,305 000,"2 bedroom apartment for sale in Agia Fyla, Limassol. Between the circle of Agia Fyla and Mesa Geitonia, 200m from the highway, 680m from the Mediterranean Hospital. The living area is 76m2, the veranda is 20m2. There is a storage room and parking."
https://dom.com.cy/en/catalog/sale/82277/,"5-bedroom villa for sale in Limassol, Cyprus. - Object № 82277"," Villa / House", Limassol," Germasogeia",,Cyprus Projects and Developers, 5, 5, 307 m², 329 m²,,,"",, Yes, Yes, Yes, Yes, Yes, Yes,,,,,Gated complexes with a swimming pool,New buildings in Cyprus, 700 m,,,"Villa with pool for sale, Germasogeia district, Limassol. Dassoudi beach, Papas supermarket and the entire infrastructure of the city are within walking distance. The house consists of two floors, on the ground floor there is a spacious living room, a dining area, a kitchen, one bedroom (en-suite), a room for an assistant, a guest toilet. On the second floor there are 3 spacious bedrooms (en-suite).  All rooms have built-in VRV air conditioners and Daikin underfloor heating, Daikin Smart Home system. There is a swimming pool, BBQ area and covered parking for 2 cars on site, "
https://dom.com.cy/en/catalog/sale/82278/,"New 2-bedroom apartment for sale in Limassol, Cyprus. - Object № 82278"," ApartmentsTypes of property in Cyprus", Limassol," Agia Fyla", To know," To knowDevelopersCyprus Projects and Developers", 2, 2, 81 m², 104 m², 1, 3,"",,,,,,, Yes, Yes, Yes, 0%, 12/2025," YesGated complexes with a swimming pool"," YesNew buildings in Cyprus", 3300 m, A,305 000,"2 bedroom apartment for sale in Agia Fyla, Limassol. Between the circle of Agia Fyla and Mesa Geitonia, 200m from the highway, 680m from the Mediterranean Hospital. The living area is 76m2. There is a storage room and parking."
https://dom.com.cy/en/catalog/sale/82270/,"New 3-bedroom apartment for sale in Paralimni, Cyprus. - Object № 68341"," Apartments", Famagusta," Paralimni", To know," To knowDevelopersCyprus Projects and Developers", 3, 2, 105 m², 125 m², 1, 2," sea view",,,,,,, Yes, Yes, Yes,, 04/2024," YesGated complexes with a swimming pool"," YesNew buildings in Cyprus", 1000 m,,,"Apartment for sale with sea view, located in the Laxidi area in Paralimni. The project consists of three-bedroom apartments. Each apartment is built using high-quality materials and design. Not far from Kapparis and Paralimni. Open-plan living spaces."
https://dom.com.cy/en/catalog/sale/82272/,"New 2-bedroom apartment for sale in Nicosia, Cyprus. - Object № 68343"," Apartments", Nicosia," Pera Chorio", To know," To knowDevelopersCyprus Projects and Developers", 2, 2, 83 m², 97 m², 1, 2,"",,,,, Yes, Yes, Yes, Yes, Yes, 10%, 12/2024,Gated complexes with a swimming pool," YesNew buildings in Cyprus",, A,149 000,"For sale 2 bedroom apartment in the village of Pera Chorio, 10 minutes from Nicosia.The village has everything you need for daily life (supermarket, pharmacy, gas station, kiosks). To the city by car about 10.The apartment has its own storage room and parking space.The veranda is about 14 m2.All construction permits have been received since September 2023.<br>"
https://dom.com.cy/en/catalog/sale/82271/,"New 3-bedroom apartment for sale in Paralimni, Cyprus. - Object № 68342"," Apartments", Famagusta," Paralimni", To know," To knowDevelopersCyprus Projects and Developers", 3, 2, 103 m², 135 m², 1, 2," sea view",,,,,,, Yes, Yes, Yes,, 04/2024," YesGated complexes with a swimming pool"," YesNew buildings in Cyprus", 1000 m,,225 000,"<div class=""ql-code-block-container"" spellcheck=""false""><div class=""ql-code-block"" data-language=""plain"">Apartment for sale with sea view, located in the Laxidi area in Paralimni. The project consists of three-bedroom apartments. Each apartment is built using high-quality materials and design. Not far from Kapparis and Paralimni. Open-plan living spaces.</div></div>"
https://dom.com.cy/en/catalog/sale/82295/,"New 2-bedroom apartment for sale in Paphos, Cyprus. - Object № 82295"," Apartments", Paphos," Universal", To know," To knowDevelopersCyprus Projects and Developers", 2, 1, 75 m², 90 m², 2, 4,"",, Yes,,,,, Yes, Yes,, 10%, 05/2024," YesGated complexes with a swimming pool"," YesNew buildings in Cyprus", 1500 m, A,360 000,"For sale 2 bedroom apartments in the Universal area. These magnificent apartments are located in close proximity to the city center and just a short walk from amenities such as supermarkets and shops. The sparkling communal pool occupies the fourth floor (roof), where its residents can sunbathe and enjoy the beautiful city and picturesque views. All apartments for sale are fully equipped with modern furniture and top-class finishes, have dedicated parking and dedicated storerooms."
https://dom.com.cy/en/catalog/sale/82269/,"New 3-bedroom apartment for sale in Paralimni, Cyprus. - Object № 68340"," Apartments", Famagusta," Paralimni", To know," To knowDevelopersCyprus Projects and Developers", 3, 2, 105 m², 180 m², 2, 2," sea view",,,,,,, Yes, Yes, Yes,, 04/2024," YesGated complexes with a swimming pool"," YesNew buildings in Cyprus", 1000 m,,255 000,"Apartment for sale with sea view, located in the Laxidi area in Paralimni. The project consists of three-bedroom apartments. Each apartment is built using high-quality materials and design. Not far from Kapparis and Paralimni. Open-plan living spaces."
https://dom.com.cy/en/catalog/sale/82267/,"1-bedroom apartment for sale in Protaras, Cyprus. - Object № 68338"," Apartments", Famagusta," Protaras", Coralli Spa Residences,Cyprus Projects and Developers, 1, 1, 45 m², 50 m², 1, 6," sea view",, Yes, Yes, Yes, Yes,, Yes,, Yes,,,Gated complexes with a swimming pool,"New buildings in Cyprus: features of the marketNew buildings in Cyprus", 100 m,,180 000,"1 bedroom apartment for sale in Protaras, just 100 meters from the sea, near the beaches of Vizakia beach and Fig Tree Bay Beach. 2 communal swimming pools, a tennis court, a gym and a SPA center are available for residents of the complex. The apartment is fully furnished and equipped with everything necessary for a comfortable stay."
https://dom.com.cy/en/catalog/sale/82262/,"New 2-bedroom villa for sale in Limassol, Cyprus. - Object № 68335"," Villa / House", Limassol," Agios Tychonas",Top 5 Residential Complexes for Rent in Controlled Areas of Famagusta,Cyprus Projects and Developers, 2, 2, 106 m²,,, 2," Sea and mountains view",,,,, Yes,, Yes,,,,," YesGated complexes with a swimming pool"," YesNew buildings in Cyprus", 900 m,,,"<span style=""background-color: rgb(255, 255, 255); color: rgb(0, 0, 0);"">Enscape is the latest project by Pafilia, the leading luxury property developer in Cyprus. This contemporary project is unparalleled in its location, design and finishes, meeting the needs of discerning clients who want to live a harmonious lifestyle, with easy access to the city amenities.</span><span style=""background-color: rgb(255, 255, 255); color: rgb(0, 0, 0);"">Our contemporary finishes combine natural materials including wood, marble and stone with high quality internal fixtures and fittings and premium brands. All homes include underfloor heating and concealed VRV heating and cooling system, ensuring a timeless and contemporary aesthetic to the interiors.</span><br><span style=""background-color: rgb(255, 255, 255); color: rgb(0, 0, 0);"">Enscape is the latest project by Pafilia, the leading luxury property developer in Cyprus. This contemporary project is unparalleled in its location, design and finishes, meeting the needs of discerning clients who want to live a harmonious lifestyle, with easy access to the city amenities.</span><span style=""background-color: rgb(255, 255, 255); color: rgb(0, 0, 0);"">Our contemporary finishes combine natural materials including wood, marble and stone with high quality internal fixtures and fittings and premium brands. All homes include underfloor heating and concealed VRV heating and cooling system, ensuring a timeless and contemporary aesthetic to the interiors.</span><br>"
https://dom.com.cy/en/catalog/sale/82261/,"New 3-bedroom villa for sale in Limassol, Cyprus. - Object № 68334"," Villa / House", Limassol,"Location Agios Tychonas",,Cyprus Projects and Developers, 3, 3, 161 m²,,, 2," Sea and mountains view",,,,, Yes,, Yes,,,,," YesGated complexes with a swimming pool"," YesNew buildings in Cyprus", 900 m,,,"<span style=""background-color: rgb(255, 255, 255); color: rgb(0, 0, 0);"">Enscape is the latest project by Pafilia, the leading luxury property developer in Cyprus. This contemporary project is unparalleled in its location, design and finishes, meeting the needs of discerning clients who want to live a harmonious lifestyle, with easy access to the city amenities.</span><span style=""background-color: rgb(255, 255, 255); color: rgb(0, 0, 0);"">Our contemporary finishes combine natural materials including wood, marble and stone with high quality internal fixtures and fittings and premium brands. All homes include underfloor heating and concealed VRV heating and cooling system, ensuring a timeless and contemporary aesthetic to the interiors.</span><br><span style=""background-color: rgb(255, 255, 255); color: rgb(0, 0, 0);"">Enscape is the latest project by Pafilia, the leading luxury property developer in Cyprus. This contemporary project is unparalleled in its location, design and finishes, meeting the needs of discerning clients who want to live a harmonious lifestyle, with easy access to the city amenities.</span><span style=""background-color: rgb(255, 255, 255); color: rgb(0, 0, 0);"">Our contemporary finishes combine natural materials including wood, marble and stone with high quality internal fixtures and fittings and premium brands. All homes include underfloor heating and concealed VRV heating and cooling system, ensuring a timeless and contemporary aesthetic to the interiors.</span><br>"
https://dom.com.cy/en/catalog/sale/82264/,"New 2-bedroom villa for sale in Limassol, Cyprus. - Object № 68336"," Villa / House", Limassol," Agios Tychonas",,Cyprus Projects and Developers, 2, 2, 104 m²,,, 2," Sea and mountains view",,,,, Yes,, Yes,,,,," YesGated complexes with a swimming pool"," YesNew buildings in Cyprus", 900 m,,,"<span style=""background-color: rgb(255, 255, 255); color: rgb(0, 0, 0);"">Enscape is the latest project by Pafilia, the leading luxury property developer in Cyprus. This contemporary project is unparalleled in its location, design and finishes, meeting the needs of discerning clients who want to live a harmonious lifestyle, with easy access to the city amenities.</span><span style=""background-color: rgb(255, 255, 255); color: rgb(0, 0, 0);"">Our contemporary finishes combine natural materials including wood, marble and stone with high quality internal fixtures and fittings and premium brands. All homes include underfloor heating and concealed VRV heating and cooling system, ensuring a timeless and contemporary aesthetic to the interiors.</span><br><span style=""background-color: rgb(255, 255, 255); color: rgb(0, 0, 0);"">Enscape is the latest project by Pafilia, the leading luxury property developer in Cyprus. This contemporary project is unparalleled in its location, design and finishes, meeting the needs of discerning clients who want to live a harmonious lifestyle, with easy access to the city amenities.</span><span style=""background-color: rgb(255, 255, 255); color: rgb(0, 0, 0);"">Our contemporary finishes combine natural materials including wood, marble and stone with high quality internal fixtures and fittings and premium brands. All homes include underfloor heating and concealed VRV heating and cooling system, ensuring a timeless and contemporary aesthetic to the interiors.</span><br>"
